Query,Response,neg,neu,pos,compound
because ill never find one for such a low price,youre right about that keep saving your money,0.208,0.792,0.0,-0.2732
good afternoon officer,your drivers license and registration please,0.0,0.408,0.592,0.4404
your drivers license and registration please,here you go,0.0,0.685,0.315,0.3182
here you go,do you know why i pulled you over,0.0,1.0,0.0,0.0
do you know why i pulled you over,i have no idea all of a sudden i heard your siren,0.0,1.0,0.0,0.0
i have no idea all of a sudden i heard your siren,you rolled through that stop sign back there,0.216,0.784,0.0,-0.296
you rolled through that stop sign back there,but i stopped,0.239,0.761,0.0,-0.296
but i stopped,no you didnt you slowed down but you didnt come to a full stop,0.725,0.275,0.0,-0.3903
no you didnt you slowed down but you didnt come to a full stop,well nobody else does so why should i,0.286,0.714,0.0,-0.5267
well nobody else does so why should i,thats not the attitude of a good driver,0.0,0.769,0.231,0.2732
thats not the attitude of a good driver,but i am a good driver ive never had a ticket in my life,0.0,0.674,0.326,0.4404
but i am a good driver ive never had a ticket in my life,well youve got one now here have a nice day,0.0,0.722,0.278,0.5927
i cant believe it,what are you talking about,0.0,1.0,0.0,0.0
what are you talking about,i got a ticket downtown for,0.0,1.0,0.0,0.0
i got a ticket downtown for,were you speeding,0.0,1.0,0.0,0.0
were you speeding,no i was crossing the street,0.0,1.0,0.0,0.0
no i was crossing the street,were you jaywalking,0.355,0.645,0.0,-0.296
were you jaywalking,no i was in the crosswalk,0.0,1.0,0.0,0.0
no i was in the crosswalk,so why did you get a ticket,0.355,0.645,0.0,-0.296
so why did you get a ticket,the officer said the red hand was blinking,0.0,1.0,0.0,0.0
the officer said the red hand was blinking,was it blinking when you entered the crosswalk,0.0,0.686,0.314,0.4939
was it blinking when you entered the crosswalk,no the white walk sign was blinking,0.0,1.0,0.0,0.0
no the white walk sign was blinking,you should fight that ticket ill be your witness,0.268,0.732,0.0,-0.296
they were in a crosswalk near school at am,who,0.0,1.0,0.0,0.0
who,two students from usc,0.0,1.0,0.0,0.0
two students from usc,what happened,0.0,1.0,0.0,0.0
what happened,a speeding car ran a red light killing the girl,0.0,1.0,0.0,0.0
a speeding car ran a red light killing the girl,what happened to the other student,0.386,0.614,0.0,-0.6597
what happened to the other student,he landed on the hood of the car,0.0,1.0,0.0,0.0
he landed on the hood of the car,did he get off the hood,0.0,1.0,0.0,0.0
did he get off the hood,no the car stopped and the passenger pushed the injured student off the hood,0.0,1.0,0.0,0.0
no the car stopped and the passenger pushed the injured student off the hood,ill bet the car continued on its way,0.382,0.618,0.0,-0.7003
ill bet the car continued on its way,of course it did why stop after youve run over two people,0.0,1.0,0.0,0.0
of course it did why stop after youve run over two people,i hope they find them and put them in jail for life,0.167,0.833,0.0,-0.296
what happened to your car,i got a dent in the parking lot,0.0,1.0,0.0,0.0
i got a dent in the parking lot,how did you get it,0.0,1.0,0.0,0.0
how did you get it,i dont know maybe it was from a shopping cart,0.0,1.0,0.0,0.0
i dont know maybe it was from a shopping cart,those shopping carts are dangerous,0.0,1.0,0.0,0.0
those shopping carts are dangerous,especially the metal ones,0.437,0.563,0.0,-0.4767
especially the metal ones,i dont park at a store that uses metal shopping carts,0.0,1.0,0.0,0.0
i dont park at a store that uses metal shopping carts,thats a good idea but there was a good sale at this store,0.0,1.0,0.0,0.0
thats a good idea but there was a good sale at this store,did you save any money on the sale,0.0,0.608,0.392,0.7003
did you save any money on the sale,yes i did i saved about,0.0,0.686,0.314,0.4939
yes i did i saved about,thats great,0.0,0.353,0.647,0.6705
thats great,yes except this dent will cost about,0.0,0.196,0.804,0.6249
did you see titanic,yes it is a great movie,0.0,1.0,0.0,0.0
yes it is a great movie,i saw it twelve times,0.0,0.306,0.694,0.7783
i saw it twelve times,i saw it eight times,0.0,1.0,0.0,0.0
i saw it eight times,i have the dvd,0.0,1.0,0.0,0.0
i have the dvd,so do i,0.0,1.0,0.0,0.0
so do i,lets go to your home,0.0,1.0,0.0,0.0
lets go to your home,we can watch my dvd,0.0,1.0,0.0,0.0
we can watch my dvd,and then we can go to my home,0.0,1.0,0.0,0.0
and then we can go to my home,and watch your dvd,0.0,1.0,0.0,0.0
and watch your dvd,i always cry at the end,0.0,1.0,0.0,0.0
i always cry at the end,me too its so sad,0.437,0.563,0.0,-0.4767
lets play cards,i dont know any card games,0.0,0.455,0.545,0.34
i dont know any card games,ill teach you one,0.0,1.0,0.0,0.0
ill teach you one,okay what will you teach me,0.0,1.0,0.0,0.0
okay what will you teach me,its called poker,0.0,0.725,0.275,0.2263
its called poker,is it easy to learn,0.0,1.0,0.0,0.0
is it easy to learn,yes it will only take about minutes,0.0,0.58,0.42,0.4404
yes it will only take about minutes,okay teach me how to play,0.0,0.722,0.278,0.4019
okay teach me how to play,we each get five cards,0.0,0.482,0.518,0.5106
we each get five cards,oh look i have four tens,0.0,1.0,0.0,0.0
oh look i have four tens,thats great but youre not supposed to tell me,0.0,1.0,0.0,0.0
thats great but youre not supposed to tell me,oh sorry okay i dont have four tens,0.0,0.758,0.242,0.3716
im a good card player,why is that,0.0,0.508,0.492,0.4404
why is that,because i watch the other players,0.0,1.0,0.0,0.0
because i watch the other players,what do you mean,0.0,1.0,0.0,0.0
what do you mean,people will tell you if they have a good hand,0.0,1.0,0.0,0.0
people will tell you if they have a good hand,how do they do that,0.0,0.534,0.466,0.7269
how do they do that,for example a friend of mine licks his lips,0.0,1.0,0.0,0.0
for example a friend of mine licks his lips,when he licks his lips you know he has a good hand,0.0,0.686,0.314,0.4939
when he licks his lips you know he has a good hand,i know he has a good hand so i dont bet,0.0,0.596,0.404,0.7269
i know he has a good hand so i dont bet,he never wins your money,0.0,0.496,0.504,0.7269
he never wins your money,nope and it drives him crazy,0.428,0.572,0.0,-0.4585
nope and it drives him crazy,he knows you cant read his mind maybe he thinks youre cheating,0.324,0.676,0.0,-0.34
turn the radio down please,but im listening to it,0.0,0.635,0.365,0.3182
but im listening to it,well listen to it more quietly,0.0,1.0,0.0,0.0
well listen to it more quietly,i cant wait till i grow up,0.0,0.704,0.296,0.2732
i cant wait till i grow up,what will you do,0.0,1.0,0.0,0.0
what will you do,i will play the radio as loud as i want,0.0,1.0,0.0,0.0
i will play the radio as loud as i want,thats okay with me,0.0,0.619,0.381,0.4019
thats okay with me,i will have a radio in every room of my house,0.0,0.612,0.388,0.2263
i will have a radio in every room of my house,remind me to never visit you,0.0,1.0,0.0,0.0
remind me to never visit you,all the radios will be on extra loud,0.0,1.0,0.0,0.0
all the radios will be on extra loud,your neighbors will hate you,0.0,1.0,0.0,0.0
your neighbors will hate you,if they dont like it they can move,0.481,0.519,0.0,-0.5719
i hope i win the lotto,your chances are very small,0.0,0.23,0.77,0.7717
your chances are very small,but you cant win if you dont play,0.0,0.69,0.31,0.2023
but you cant win if you dont play,ha you cant win if you do play,0.526,0.474,0.0,-0.7692
ha you cant win if you do play,someone has to win,0.233,0.38,0.387,0.2547
someone has to win,thats what everyone says,0.0,0.441,0.559,0.5859
thats what everyone says,it might as well be me,0.0,1.0,0.0,0.0
it might as well be me,thats what everyone says,0.0,0.704,0.296,0.2732
thats what everyone says,youre trying to tell me something,0.0,1.0,0.0,0.0
youre trying to tell me something,that didnt take long,0.0,1.0,0.0,0.0
that didnt take long,you think i should quit playing,0.0,1.0,0.0,0.0
you think i should quit playing,save your money for school,0.0,0.69,0.31,0.2023
whats on tv,nothing much,0.0,1.0,0.0,0.0
nothing much,what about the baseball game,0.0,1.0,0.0,0.0
what about the baseball game,it got rained out,0.0,1.0,0.0,0.0
it got rained out,rained out,0.0,1.0,0.0,0.0
rained out,yes rained out,0.0,1.0,0.0,0.0
yes rained out,how could that be,0.0,0.426,0.574,0.4019
how could that be,well you cant play baseball in a rainstorm,0.0,1.0,0.0,0.0
well you cant play baseball in a rainstorm,i thought they were playing under a dome,0.223,0.547,0.23,0.0165
i thought they were playing under a dome,the dome doesnt close,0.0,0.735,0.265,0.2023
the dome doesnt close,why doesnt it close,0.0,1.0,0.0,0.0
why doesnt it close,who knows they said theyll fix it before next season,0.0,1.0,0.0,0.0
can i try your coffee,sure here you go,0.0,1.0,0.0,0.0
sure here you go,hmm thats not bad,0.0,0.566,0.434,0.3182
hmm thats not bad,theres nothing in it,0.0,0.513,0.487,0.431
theres nothing in it,what do you mean,0.0,1.0,0.0,0.0
what do you mean,i mean its just coffee,0.0,1.0,0.0,0.0
i mean its just coffee,i figured that,0.0,1.0,0.0,0.0
i figured that,its not too bitter for you,0.0,1.0,0.0,0.0
its not too bitter for you,its a little bitter but its okay,0.0,0.682,0.318,0.3252
its a little bitter but its okay,theres no sugar or cream in it,0.216,0.494,0.29,0.1522
theres no sugar or cream in it,no its a taste you have to get used to,0.268,0.732,0.0,-0.296
no its a taste you have to get used to,sort of like beer,0.216,0.784,0.0,-0.296
lets take a walk,whats the weather like,0.0,1.0,0.0,0.0
whats the weather like,let me step outside and see,0.0,0.545,0.455,0.3612
let me step outside and see,its a little chilly right,0.0,1.0,0.0,0.0
its a little chilly right,yes it is,0.0,1.0,0.0,0.0
yes it is,ill put on my cap,0.0,0.426,0.574,0.4019
ill put on my cap,wear a jacket too,0.0,1.0,0.0,0.0
wear a jacket too,i wonder if i should bring my gloves,0.0,1.0,0.0,0.0
i wonder if i should bring my gloves,maybe you should just in case it gets colder,0.0,1.0,0.0,0.0
maybe you should just in case it gets colder,ill put a glove in each pocket,0.0,1.0,0.0,0.0
ill put a glove in each pocket,well get warmer as we walk,0.0,1.0,0.0,0.0
well get warmer as we walk,yes but it gets colder as the sun goes down,0.0,0.694,0.306,0.296
look at the car chase on tv,that driver is crazy,0.0,1.0,0.0,0.0
that driver is crazy,i cant believe he hasnt crashed,0.444,0.556,0.0,-0.34
i cant believe he hasnt crashed,how fast is he going,0.0,1.0,0.0,0.0
how fast is he going,they say hes going miles per hour,0.0,1.0,0.0,0.0
they say hes going miles per hour,hes going to kill someone,0.0,1.0,0.0,0.0
hes going to kill someone,look he just hit that car,0.54,0.46,0.0,-0.6908
look he just hit that car,oh my goodness no one is safe on the streets,0.0,1.0,0.0,0.0
oh my goodness no one is safe on the streets,now hes slowing down,0.146,0.464,0.391,0.5719
now hes slowing down,maybe he ran out of gas,0.0,1.0,0.0,0.0
maybe he ran out of gas,look he just got out of the car and started running,0.0,1.0,0.0,0.0
look he just got out of the car and started running,i hope the police catch him,0.0,1.0,0.0,0.0
tv news is so stupid,they shouldnt even call it news,0.522,0.478,0.0,-0.656
they shouldnt even call it news,last night they told us about a cat in a sofa,0.0,1.0,0.0,0.0
last night they told us about a cat in a sofa,yesterday they told us about a dog in a pipe,0.0,1.0,0.0,0.0
yesterday they told us about a dog in a pipe,last week they told us about a bear in a back yard,0.0,1.0,0.0,0.0
last week they told us about a bear in a back yard,last month they told us about a mouse in a restaurant,0.0,1.0,0.0,0.0
last month they told us about a mouse in a restaurant,the weatherman tells us the temperature in every town,0.0,1.0,0.0,0.0
the weatherman tells us the temperature in every town,the sports guy shows us players fighting,0.0,1.0,0.0,0.0
the sports guy shows us players fighting,they always tell us whats next,0.294,0.706,0.0,-0.3612
they always tell us whats next,they always make whats next sound exciting but it never is,0.0,1.0,0.0,0.0
they always make whats next sound exciting but it never is,its more like news for kids,0.0,0.826,0.174,0.2732
its more like news for kids,they should have kid reporters,0.0,0.642,0.358,0.4201
i love my computer,computers are so cool,0.0,0.323,0.677,0.6369
computers are so cool,i love to go online,0.0,0.501,0.499,0.4572
i love to go online,the internet is amazing,0.0,0.417,0.583,0.6369
the internet is amazing,you can travel all over the world,0.0,0.441,0.559,0.5859
you can travel all over the world,i know i went to china yesterday,0.0,1.0,0.0,0.0
i know i went to china yesterday,what did you do,0.0,1.0,0.0,0.0
what did you do,i stood on the great wall and looked all around,0.0,1.0,0.0,0.0
i stood on the great wall and looked all around,what was it like,0.0,0.661,0.339,0.6249
what was it like,it was like the real thing,0.0,0.545,0.455,0.3612
it was like the real thing,it was like being there,0.0,0.667,0.333,0.3612
it was like being there,yes i felt like i was actually there,0.0,0.615,0.385,0.3612
the beatles are the best,they are the best musical group ever,0.0,0.488,0.512,0.6369
they are the best musical group ever,i love all their songs,0.0,0.588,0.412,0.6369
i love all their songs,i dont know which one i like the best,0.0,0.417,0.583,0.6369
i dont know which one i like the best,i like the ones i can sing along with,0.0,0.427,0.573,0.7717
i like the ones i can sing along with,so do i like she loves you,0.0,0.706,0.294,0.3612
so do i like she loves you,she loves you yeah yeah yeah,0.0,0.436,0.564,0.7553
she loves you yeah yeah yeah,and you know you should be glad,0.0,0.263,0.737,0.8122
and you know you should be glad,what a great song,0.0,0.646,0.354,0.5093
what a great song,how about let it be,0.0,0.328,0.672,0.6249
how about let it be,oh yes let it be let it be,0.0,1.0,0.0,0.0
oh yes let it be let it be,there will be an answer let it be,0.0,0.701,0.299,0.4574
lets go to a movie,id rather not,0.0,1.0,0.0,0.0
id rather not,why not,0.0,1.0,0.0,0.0
why not,you know i dont like crowds,0.0,1.0,0.0,0.0
you know i dont like crowds,lets go to an early movie,0.345,0.655,0.0,-0.2755
lets go to an early movie,okay that wont be very crowded,0.0,1.0,0.0,0.0
okay that wont be very crowded,what would you like to see,0.0,0.725,0.275,0.2263
what would you like to see,oh i dont care youre the one who wants to go out,0.0,0.667,0.333,0.3612
oh i dont care youre the one who wants to go out,well i want to see the pursuit of happyness,0.208,0.792,0.0,-0.3875
well i want to see the pursuit of happyness,what have you heard about it,0.0,0.638,0.362,0.34
what have you heard about it,its based on a true story about a divorced man and his young son,0.0,1.0,0.0,0.0
its based on a true story about a divorced man and his young son,well i hope it has a happy ending,0.0,0.797,0.203,0.4215
whats your favorite thing to do,i like to watch people,0.0,0.625,0.375,0.4588
i like to watch people,thats your favorite thing to do,0.0,0.545,0.455,0.3612
thats your favorite thing to do,well its one of them,0.0,0.625,0.375,0.4588
well its one of them,where do you go to watch people,0.0,0.656,0.344,0.2732
where do you go to watch people,my girlfriend and i sit outside starbucks,0.0,1.0,0.0,0.0
my girlfriend and i sit outside starbucks,that sounds like a good spot,0.0,1.0,0.0,0.0
that sounds like a good spot,we watch people walk by with their dogs,0.0,0.357,0.643,0.6597
we watch people walk by with their dogs,i guess you see lots of different dogs,0.0,1.0,0.0,0.0
i guess you see lots of different dogs,we dont even know what kind most of them are,0.0,1.0,0.0,0.0
we dont even know what kind most of them are,there are lots of different kinds but they all have one thing in common,0.0,0.726,0.274,0.5267
there are lots of different kinds but they all have one thing in common,yes they love to sniff each other when they meet,0.0,1.0,0.0,0.0
they call him father dollar bill,yes he was on the tv news today,0.0,1.0,0.0,0.0
yes he was on the tv news today,every easter sunday he gives away money,0.0,0.722,0.278,0.4019
every easter sunday he gives away money,is it his money,0.0,1.0,0.0,0.0
is it his money,no movie stars give him money to give to homeless people,0.0,1.0,0.0,0.0
no movie stars give him money to give to homeless people,how much money does he give away,0.18,0.82,0.0,-0.296
how much money does he give away,this year he gave away,0.0,1.0,0.0,0.0
this year he gave away,thats a lot of money,0.0,1.0,0.0,0.0
thats a lot of money,he gave to people in wheelchairs,0.0,1.0,0.0,0.0
he gave to people in wheelchairs,what about the other homeless people,0.0,1.0,0.0,0.0
what about the other homeless people,they got each,0.0,1.0,0.0,0.0
they got each,people stood in line just to get one dollar,0.0,1.0,0.0,0.0
old movies are the best,even though theyre in black and white,0.0,0.488,0.512,0.6369
even though theyre in black and white,a good story is more important than color,0.0,1.0,0.0,0.0
a good story is more important than color,actors didnt curse back then,0.0,0.5,0.5,0.6115
actors didnt curse back then,and there was no violence,0.0,0.584,0.416,0.431
and there was no violence,people today dont like that,0.677,0.323,0.0,-0.743
people today dont like that,no today people like lots of action,0.345,0.655,0.0,-0.2755
no today people like lots of action,i like a good story,0.227,0.515,0.258,0.0772
i like a good story,i like to see actors who are like real people,0.0,0.156,0.844,0.6597
i like to see actors who are like real people,like real people with real problems,0.0,0.583,0.417,0.6124
like real people with real problems,they still make movies like that,0.293,0.435,0.272,-0.0516
they still make movies like that,yes but they never make much money,0.0,0.667,0.333,0.3612
do you get pbs on tv,yes everybody gets the public broadcasting system,0.0,1.0,0.0,0.0
yes everybody gets the public broadcasting system,it puts me to sleep,0.0,0.69,0.31,0.4019
it puts me to sleep,tell me about it,0.0,1.0,0.0,0.0
tell me about it,a gardening show follows a knitting show,0.0,1.0,0.0,0.0
a gardening show follows a knitting show,a cooking show follows a sewing show,0.0,1.0,0.0,0.0
a cooking show follows a sewing show,a travel show follows another travel show,0.0,1.0,0.0,0.0
a travel show follows another travel show,ill say ive gone around the world a dozen times already,0.0,1.0,0.0,0.0
ill say ive gone around the world a dozen times already,now theyre adding old tv shows to the old movies,0.0,1.0,0.0,0.0
now theyre adding old tv shows to the old movies,i sure would like to see something interesting for a change,0.0,1.0,0.0,0.0
i sure would like to see something interesting for a change,if more people donate money pbs could offer new shows,0.0,0.444,0.556,0.7579
if more people donate money pbs could offer new shows,who wants to donate public tv should be free,0.0,1.0,0.0,0.0
i love to watch judge judy,is that a tv show,0.0,0.488,0.512,0.6369
is that a tv show,yes its on every afternoon,0.0,1.0,0.0,0.0
yes its on every afternoon,whats so good about it,0.0,0.597,0.403,0.4019
whats so good about it,they have interesting lawsuits,0.0,0.556,0.444,0.4927
they have interesting lawsuits,such as,0.254,0.317,0.429,0.2732
such as,yesterday a woman complained about a cell phone she bought on ebay,0.0,1.0,0.0,0.0
yesterday a woman complained about a cell phone she bought on ebay,was something wrong with the phone,0.231,0.769,0.0,-0.4019
was something wrong with the phone,it works only in canada,0.383,0.617,0.0,-0.4767
it works only in canada,did the seller know that,0.0,1.0,0.0,0.0
did the seller know that,yes and he didnt tell the buyer,0.0,1.0,0.0,0.0
yes and he didnt tell the buyer,i hope judge judy made the seller take the phone back,0.0,0.69,0.31,0.4019
that woman is a very good singer,yes but she looks like a man,0.0,0.61,0.39,0.4927
yes but she looks like a man,what difference does it make,0.0,0.44,0.56,0.6249
what difference does it make,female singers are supposed to be pretty,0.0,1.0,0.0,0.0
female singers are supposed to be pretty,singers are supposed to sound good,0.0,0.652,0.348,0.4939
singers are supposed to sound good,they should look good too,0.0,0.633,0.367,0.4404
they should look good too,there are lots of ugly men singers,0.0,0.58,0.42,0.4404
there are lots of ugly men singers,men singers dont have to look good,0.355,0.645,0.0,-0.5106
men singers dont have to look good,then neither do women singers,0.0,0.674,0.326,0.4404
then neither do women singers,well i would never buy her cd,0.0,1.0,0.0,0.0
well i would never buy her cd,but you would buy her cd if she was pretty,0.0,0.704,0.296,0.2732
but you would buy her cd if she was pretty,yes i would buy all of her cds,0.0,0.677,0.323,0.6486
all the tv stations are going to go digital,yes that will occur next month,0.0,1.0,0.0,0.0
yes that will occur next month,most of them are already broadcasting in digital,0.0,0.649,0.351,0.4019
most of them are already broadcasting in digital,the digital signal is very clear,0.0,1.0,0.0,0.0
the digital signal is very clear,oh no it isnt,0.0,0.633,0.367,0.4391
oh no it isnt,what do you mean,0.454,0.546,0.0,-0.3595
what do you mean,i cant get a single channel,0.0,1.0,0.0,0.0
i cant get a single channel,do you have a digital tv,0.0,1.0,0.0,0.0
do you have a digital tv,of course but i dont have cable,0.0,1.0,0.0,0.0
of course but i dont have cable,you dont need to have cable but you do need a good antenna,0.0,1.0,0.0,0.0
you dont need to have cable but you do need a good antenna,but i have rabbit ears,0.0,0.741,0.259,0.5927
but i have rabbit ears,rabbit ears arent strong enough buy a digital antenna,0.0,1.0,0.0,0.0
ive got a date for you,oh really,0.0,1.0,0.0,0.0
oh really,are you interested,0.0,1.0,0.0,0.0
are you interested,maybe what is she like,0.0,0.426,0.574,0.4019
maybe what is she like,shes got a great personality,0.0,0.615,0.385,0.3612
shes got a great personality,uhoh that means that shes fat and ugly,0.0,0.423,0.577,0.6249
uhoh that means that shes fat and ugly,shes cute,0.32,0.68,0.0,-0.5106
shes cute,okay so shes not ugly shes just fat,0.0,0.25,0.75,0.4588
okay so shes not ugly shes just fat,she weighs pounds,0.0,0.552,0.448,0.5948
she weighs pounds,okay shes not fat so whats the problem with her,0.0,1.0,0.0,0.0
okay shes not fat so whats the problem with her,who said there is a problem with her,0.23,0.622,0.148,-0.2648
who said there is a problem with her,the problem is she has no problemsshes too good for me,0.31,0.69,0.0,-0.4019
i think youre very pretty,thank you,0.0,0.462,0.538,0.5413
thank you,would you have dinner with me,0.0,0.286,0.714,0.3612
would you have dinner with me,i would like to,0.0,1.0,0.0,0.0
i would like to,can i pick you up friday night,0.0,0.444,0.556,0.3612
can i pick you up friday night,what time,0.0,1.0,0.0,0.0
what time,eight oclock,0.0,1.0,0.0,0.0
eight oclock,that sounds great,0.0,1.0,0.0,0.0
that sounds great,well go to a french restaurant,0.0,0.328,0.672,0.6249
well go to a french restaurant,ive never been to a french restaurant,0.0,1.0,0.0,0.0
ive never been to a french restaurant,i think youll love the food,0.0,1.0,0.0,0.0
i think youll love the food,im not going to eat any snails,0.0,0.488,0.512,0.6369
you have pretty eyes,thank you so do you,0.0,0.484,0.516,0.4939
thank you so do you,i wish my eyes were blue,0.0,0.615,0.385,0.3612
i wish my eyes were blue,whats the matter with green eyes,0.0,0.597,0.403,0.4019
whats the matter with green eyes,nothing except my favorite color is blue,0.0,0.82,0.18,0.0258
nothing except my favorite color is blue,maybe in your next life youll have blue eyes,0.292,0.708,0.0,-0.357
maybe in your next life youll have blue eyes,but what if im a fish in my next life,0.0,1.0,0.0,0.0
but what if im a fish in my next life,i think some fish have blue eyes,0.0,1.0,0.0,0.0
i think some fish have blue eyes,i hope i dont come back as a fish,0.0,1.0,0.0,0.0
i hope i dont come back as a fish,i hope i come back as a cat,0.0,0.633,0.367,0.4404
i hope i come back as a cat,cats have beautiful eyes,0.0,0.58,0.42,0.4404
cats have beautiful eyes,i would love to have blue cateyes,0.0,0.435,0.565,0.5994
i love you,i love you too,0.0,0.192,0.808,0.6369
i love you too,i loved you the first day i saw you,0.0,0.323,0.677,0.6369
i loved you the first day i saw you,it was love at first sight,0.0,0.606,0.394,0.5994
it was love at first sight,yes it was love at first sight,0.0,0.543,0.457,0.6369
yes it was love at first sight,i didnt love you at first,0.0,0.42,0.58,0.7845
i didnt love you at first,i know i had to chase you for a while,0.457,0.543,0.0,-0.5216
i know i had to chase you for a while,yes you chased me and then you caught me,0.0,1.0,0.0,0.0
yes you chased me and then you caught me,now youre mine forever,0.0,0.748,0.252,0.4019
now youre mine forever,and youre mine forever,0.0,1.0,0.0,0.0
and youre mine forever,well grow old together,0.0,1.0,0.0,0.0
well grow old together,and be happy together,0.0,1.0,0.0,0.0
im in love with that girl,have you told her,0.0,0.543,0.457,0.6369
have you told her,of course not,0.0,1.0,0.0,0.0
of course not,why not,0.0,1.0,0.0,0.0
why not,she would laugh at me,0.0,1.0,0.0,0.0
she would laugh at me,how do you know,0.0,0.526,0.474,0.5574
how do you know,because they always do,0.0,1.0,0.0,0.0
because they always do,maybe shes different,0.0,1.0,0.0,0.0
maybe shes different,theyre all the same,0.0,1.0,0.0,0.0
theyre all the same,just ask her out to dinner,0.0,1.0,0.0,0.0
just ask her out to dinner,and then what,0.0,1.0,0.0,0.0
and then what,and then shell know that you like her,0.0,1.0,0.0,0.0
give me a hug,im not in the mood,0.0,0.392,0.608,0.4767
im not in the mood,whats the matter,0.0,1.0,0.0,0.0
whats the matter,i saw you looking at that woman,0.0,0.645,0.355,0.0258
i saw you looking at that woman,what woman,0.0,1.0,0.0,0.0
what woman,you know that woman with the big boobs,0.0,1.0,0.0,0.0
you know that woman with the big boobs,i was not looking at her,0.0,1.0,0.0,0.0
i was not looking at her,you were too,0.0,1.0,0.0,0.0
you were too,im not interested in her,0.0,1.0,0.0,0.0
im not interested in her,then why were you looking at her,0.361,0.639,0.0,-0.3089
then why were you looking at her,i was looking at something else,0.0,1.0,0.0,0.0
i was looking at something else,oh really then spend tonight looking at the sofa,0.0,1.0,0.0,0.0
would you like to go on a blind date,you must be joking,0.241,0.536,0.223,-0.0516
you must be joking,no im serious,0.0,0.612,0.388,0.2263
no im serious,i dont want to date a blind woman,0.778,0.222,0.0,-0.3612
i dont want to date a blind woman,a blind date doesnt mean that she is blind,0.495,0.505,0.0,-0.4445
a blind date doesnt mean that she is blind,what does it mean,0.487,0.513,0.0,-0.69
what does it mean,a blind date is a date with someone you dont know,0.0,1.0,0.0,0.0
a blind date is a date with someone you dont know,why would i date someone i dont even know,0.252,0.748,0.0,-0.4019
why would i date someone i dont even know,to try something new and exciting,0.0,1.0,0.0,0.0
to try something new and exciting,what if i dont like her,0.0,0.61,0.39,0.4939
what if i dont like her,then you dont date her again,0.345,0.655,0.0,-0.2755
i have a date tomorrow night,really who with,0.0,1.0,0.0,0.0
really who with,a girl i met at the market,0.0,1.0,0.0,0.0
a girl i met at the market,you met a girl at the supermarket,0.0,1.0,0.0,0.0
you met a girl at the supermarket,she was standing behind me in a really slow line at the checkout counter,0.0,1.0,0.0,0.0
she was standing behind me in a really slow line at the checkout counter,what did you say to her,0.0,1.0,0.0,0.0
what did you say to her,i had two pineapples in my cart and she asked where i had found them,0.0,1.0,0.0,0.0
i had two pineapples in my cart and she asked where i had found them,she asked you about your pineapples,0.0,1.0,0.0,0.0
she asked you about your pineapples,i told her i had gotten the last two on the shelf but i offered her one of mine,0.0,1.0,0.0,0.0
i told her i had gotten the last two on the shelf but i offered her one of mine,that was nice of you,0.0,1.0,0.0,0.0
that was nice of you,she asked me how she could return the favor so i asked her out,0.0,0.588,0.412,0.4215
she asked me how she could return the favor so i asked her out,sometimes a slow line can be a good thing,0.0,0.816,0.184,0.4019
did you have a date friday night,yes in fact i did,0.0,1.0,0.0,0.0
yes in fact i did,who did you go out with,0.0,0.526,0.474,0.4019
who did you go out with,a man i met in a coffee shop,0.0,1.0,0.0,0.0
a man i met in a coffee shop,where did you go,0.0,1.0,0.0,0.0
where did you go,we went to a nice restaurant,0.0,1.0,0.0,0.0
we went to a nice restaurant,anywhere else,0.0,0.588,0.412,0.4215
anywhere else,then we went to a jazz club,0.0,1.0,0.0,0.0
then we went to a jazz club,that sounds like a nice date,0.0,1.0,0.0,0.0
that sounds like a nice date,yes it was pleasant,0.0,0.361,0.639,0.6486
yes it was pleasant,but you wont date him again,0.0,0.25,0.75,0.7184
but you wont date him again,no he was nice but there was no chemistry,0.0,1.0,0.0,0.0
i had the worst date the other night,what happened,0.406,0.594,0.0,-0.6249
what happened,first of all he was half an hour late,0.0,1.0,0.0,0.0
first of all he was half an hour late,thats not a good start,0.0,1.0,0.0,0.0
thats not a good start,then he didnt bother to apologize,0.445,0.555,0.0,-0.3412
then he didnt bother to apologize,thats rude,0.177,0.546,0.278,0.1877
thats rude,then he drove too fast to the restaurant,0.75,0.25,0.0,-0.4588
then he drove too fast to the restaurant,thats dangerous,0.0,1.0,0.0,0.0
thats dangerous,i thought about getting out and taking a taxi home,0.756,0.244,0.0,-0.4767
i thought about getting out and taking a taxi home,what happened at the restaurant,0.0,1.0,0.0,0.0
what happened at the restaurant,we had a meal and he left a tip,0.0,1.0,0.0,0.0
we had a meal and he left a tip,i guess you cant go back to that restaurant,0.0,1.0,0.0,0.0
i dont like that man,why not,0.413,0.587,0.0,-0.2755
why not,hes a dirty old man,0.0,1.0,0.0,0.0
hes a dirty old man,what do you mean,0.492,0.508,0.0,-0.4404
what do you mean,hes old enough to be my father yet he asked me out,0.0,1.0,0.0,0.0
hes old enough to be my father yet he asked me out,well you cant blame a man for asking,0.0,1.0,0.0,0.0
well you cant blame a man for asking,he should act his age,0.0,0.547,0.453,0.4829
he should act his age,but a lot of old people are still interested in dating,0.0,1.0,0.0,0.0
but a lot of old people are still interested in dating,they should find a nice hobby,0.0,0.717,0.283,0.5499
they should find a nice hobby,just wait until youre years old,0.0,0.588,0.412,0.4215
just wait until youre years old,dating will be the furthest thing from my mind,0.0,1.0,0.0,0.0
